Date Published,Product Title,Advisory Title,Category,Post Link
6 July 2020,dodo girl professional makeup dont be shy im blusher,FDA Advisory No. 2020-1213 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DODO GIRL PROFESSIONAL MAKEUP DON’T BE SHY! I’M BLUSHER,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1213-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-dodo-girl-professional-makeup-dont-be-shy-im-blusher/
6 July 2020,perfume spray passy wonder natural spray,FDA Advisory No. 2020-1212 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic PERFUME SPRAY PASSY WONDER NATURAL SPRAY,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1212-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-perfume-spray-passy-wonder-natural-spray/
6 July 2020,gorgeous authority very berry yummy orange,FDA Advisory No. 2020-1211 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic GORGEOUS AUTHORITY (VERY BERRY / YUMMY ORANGE),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1211-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-gorgeous-authority-very-berry-yummy-orange/
6 July 2020,ministar natural care black mask deep cleansing whitening complex,FDA Advisory No. 2020-1210 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MINISTAR NATURAL CARE BLACK MASK DEEP CLEANSING WHITENING COMPLEX,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1210-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ministar-natural-care-black-mask-deep-cleansing-whitening-complex/
6 July 2020,ultra hydrating essence mask green tea,FDA Advisory No. 2020-1209 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ULTRA HYDRATING ESSENCE MASK GREEN TEA,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1209-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ultra-hydrating-essence-mask-green-tea/
6 July 2020,ximivogue lily fragrance body lotion,FDA Advisory No. 2020-1208 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic XIMIVOGUE LILY FRAGRANCE BODY LOTION,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1208-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ximivogue-lily-fragrance-body-lotion/
6 July 2020,3ce sasimi matte 05,FDA Advisory No. 2020-1207 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic 3CE SASIMI MATTE 05,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1207-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-3ce-sasimi-matte-05/
6 July 2020,luca bossi camee eau de parfum natural spray,FDA Advisory No. 2020-1206 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic LUCA BOSSI CAMEE EAU DE PARFUM NATURAL SPRAY,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1206-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-luca-bossi-camee-eau-de-parfum-natural-spray/
6 July 2020,miniso miss modern perfume,FDA Advisory No. 2020-1199 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MINISO MISS MODERN PERFUME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1199-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-miniso-miss-modern-perfume/
6 July 2020,dermax professional nanowhite underarm cream,FDA Advisory No. 2020-1198 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product “DERMAX PROFESSIONAL NANOWHITE UNDERARM CREAM”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1198-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-dermax-professional-nanowhite-underarm-cream/
6 July 2020,fash foam face wash,FDA Advisory No. 2020-1197 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product “FASH FOAM FACE WASH”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1197-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-fash-foam-face-wash/
6 July 2020,as ashley shine lipstick lover moisturizing lipstick 20,FDA Advisory No. 2020-1194 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic AS ASHLEY SHINE LIPSTICK LOVER MOISTURIZING LIPSTICK (20),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1194-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-as-ashley-shine-lipstick-lover-moisturizing-lipstick-20/
6 July 2020,beauche clarifying solution containing banned ingredient s,FDA Advisory No. 2020-1126 || Public Health Warning Against the Purchase and Use of Cosmetic Product BEAUCHE CLARIFYING SOLUTION Containing Banned Ingredient/s,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1126-public-health-warning-against-the-purchase-and-use-of-cosmetic-product-beauche-clarifying-solution-containing-banned-ingredient-s/
3 July 2020,mumuso honey milk deep nourishing lip care set,FDA Advisory No. 2020-1193 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MUMUSO HONEY MILK DEEP NOURISHING LIP CARE SET,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1193-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-mumuso-honey-milk-deep-nourishing-lip-care-set/
3 July 2020,hudabeauty waterproof mascara,FDA Advisory No. 2020-1192 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic HUDABEAUTY WATERPROOF MASCARA,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1192-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-hudabeauty-waterproof-mascara/
3 July 2020,happy skin insta beauty blur cream primer foundation,FDA Advisory No. 2020-1191 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic HAPPY® SKIN INSTA BEAUTY BLUR CREAM PRIMER FOUNDATION,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1191-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-happy-skin-insta-beauty-blur-cream-primer-foundation/
3 July 2020,novo tint lipbar 08 double color no 5170,FDA Advisory No. 2020-1190 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic NOVO TINT LIPBAR (08# DOUBLE COLOR) NO.5170,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1190-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-novo-tint-lipbar-08-double-color-no-5170/
3 July 2020,l f laufers flat finish pigment gloss matte,FDA Advisory No. 2020-1189 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic L & F LAUFERS FLAT FINISH PIGMENT GLOSS MATTE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1189-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-l-f-laufers-flat-finish-pigment-gloss-matte/
3 July 2020,as ashley shine lipstick lover moisturizing lipstick 168,FDA Advisory No. 2020-1188 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic AS ASHLEY SHINE LIPSTICK LOVER MOISTURIZING LIPSTICK (168),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1188-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-as-ashley-shine-lipstick-lover-moisturizing-lipstick-168/
3 July 2020,variance permanent color cream 7 coffee,FDA Advisory No. 2020-1187 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic VARIANCE® PERMANENT COLOR CREAM (7) COFFEE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1187-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-variance-permanent-color-cream-7-coffee/
3 July 2020,meis cosmetics blusher 02,FDA Advisory No. 2020-1185 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MEIS COSMETICS BLUSHER (02),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1185-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-meis-cosmetics-blusher-02/
3 July 2020,melodys antiperspirant with whitener,FDA Advisory No. 2020-1184 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MELODYS ANTIPERSPIRANT WITH WHITENER,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1184-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-melodys-antiperspirant-with-whitener/
3 July 2020,meiya brow drama sculpting brow mascara,FDA Advisory No. 2020-1183 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product “MEIYA BROW DRAMA SCULPTING BROW MASCARA”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1183-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-meiya-brow-drama-sculpting-brow-mascara/
3 July 2020,coca cola lip tint 06,FDA Advisory No. 2020-1182 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic COCA-COLA LIP TINT (06),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1182-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-coca-cola-lip-tint-06/
3 July 2020,as ashley shine satin moisture lipstick 1,FDA Advisory No. 2020-1170 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic AS ASHLEY SHINE SATIN MOISTURE LIPSTICK (1),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1170-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-as-ashley-shine-satin-moisture-lipstick-1/
3 July 2020,variance permanent color cream golden yellow m15,FDA Advisory No. 2020-1169 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic VARIANCE® PERMANENT COLOR CREAM GOLDEN YELLOW (M15),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1169-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-variance-permanent-color-cream-golden-yellow-m15/
3 July 2020,melodys skin toner,FDA Advisory No. 2020-1168 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MELODYS SKIN TONER,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1168-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-melodys-skin-toner/
3 July 2020,beauty works eyebag remover,FDA Advisory No. 2020-1166 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BEAUTY WORKS EYEBAG REMOVER,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1166-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-beauty-works-eyebag-remover/
3 July 2020,yves rocher laque effet gel aubergine profond 35,FDA Advisory No. 2020-1165 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic YVES ROCHER LAQUE EFFET GEL AUBERGINE PROFOND (35),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1165-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-yves-rocher-laque-effet-gel-aubergine-profond-35/
3 July 2020,chanleevi vogue make up matte liprocter gambleloss longlasting shining item 05,FDA Advisory No. 2020-1164 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic CHANLEEVI® VOGUE MAKE UP MATTE LIPGLOSS LONGLASTING SHINING ITEM (05),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1164-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-chanleevi-vogue-make-up-matte-lipgloss-longlasting-shining-item-05/
3 July 2020,premium mixed berries so fresh cleansing foam,FDA Advisory No. 2020-1163 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic PREMIUM MIXED BERRIES SO FRESH CLEANSING FOAM,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1163-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-premium-mixed-berries-so-fresh-cleansing-foam/
3 July 2020,annies beauty care products tea tree neem peppermint shampoo bar,FDA Advisory No. 2020-1162 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ANNIE’S BEAUTY CARE PRODUCTS TEA TREE NEEM PEPPERMINT SHAMPOO BAR,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1162-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-annies-beauty-care-products-tea-tree-neem-peppermint-shampoo-bar/
3 July 2020,taiwan princess vitamin lipstick,FDA Advisory No. 2020-1161 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic TAIWAN PRINCESS VITAMIN LIPSTICK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1161-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-taiwan-princess-vitamin-lipstick/
2 July 2020,white jade bless your skin whitening lotion spf 20,FDA Advisory No. 2020-1160 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic WHITE JADE BLESS YOUR SKIN WHITENING LOTION SPF 20,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1160-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-white-jade-bless-your-skin-whitening-lotion-spf-20/
2 July 2020,hbc allue im flawless concealer,FDA Advisory No. 2020-1159 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic HBC ALLUE I’M FLAWLESS CONCEALER,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1159-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-hbc-allue-im-flawless-concealer/
2 July 2020,ashok attraction eau de parfum for men,FDA Advisory No. 2020-1158 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product “ASHOK ATTRACTION EAU DE PARFUM FOR MEN”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1158-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-ashok-attraction-eau-de-parfum-for-men/
2 July 2020,erase glutathione with kojic acid moringa extract soap,FDA Advisory No. 2020-1157 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product “ERASE GLUTATHIONE WITH KOJIC ACID & MORINGA EXTRACT SOAP”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1157-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-erase-glutathione-with-kojic-acid-moringa-extract-soap/
2 July 2020,baxi two color blusher 003,FDA Advisory No. 2020-1156 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BAXI TWO COLOR BLUSHER 003,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1156-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-baxi-two-color-blusher-003/
2 July 2020,gluta kojic aha mansi w baking soda,FDA Advisory No. 2020-1155 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic GLUTA KOJIC AHA MANSI W/ BAKING SODA,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1155-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-gluta-kojic-aha-mansi-w-baking-soda/
2 July 2020,giga baby body spray,FDA Advisory No. 2020-1154 || Public Health Warning Against the Purchase and Use of the Non-Compliant Cosmetic Product “GIGA BABY BODY SPRAY”,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1154-public-health-warning-against-the-purchase-and-use-of-the-non-compliant-cosmetic-product-giga-baby-body-spray/
2 July 2020,hudabeauty mirror nail polish 02,FDA Advisory No. 2020-1153 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic HUDABEAUTY MIRROR NAIL POLISH (02),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1153-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-hudabeauty-mirror-nail-polish-02/
2 July 2020,zd matte lip stick 20,FDA Advisory No. 2020-1152 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ZD® MATTE LIP STICK (20),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1152-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-zd-matte-lip-stick-20/
2 July 2020,luna organics sol tinted sun creme,FDA Advisory No. 2020-1151 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic LUNA ORGANICS SOL TINTED SUN CREME,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1151-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-luna-organics-sol-tinted-sun-creme/
2 July 2020,kkw by kylie cosmetics sheertone shimmer blush 04,FDA Advisory No. 2020-1124 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic KKW BY KYLIE COSMETICS SHEERTONE SHIMMER BLUSH 04,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1124-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-kkw-by-kylie-cosmetics-sheertone-shimmer-blush-04/
2 July 2020,doro sen gan clay wash,FDA Advisory No. 2020-1123 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DORO SEN GAN CLAY WASH,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1123-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-doro-sen-gan-clay-wash/
2 July 2020,daiso espoleur mascara clear,FDA Advisory No. 2020-1122 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DAISO ESPOLEUR MASCARA (CLEAR),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1122-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-daiso-espoleur-mascara-clear/
2 July 2020,daiso matcha rich moist essence mask,FDA Advisory No. 2020-1121 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic DAISO MATCHA RICH MOIST ESSENCE MASK,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1121-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-daiso-matcha-rich-moist-essence-mask/
2 July 2020,secrets of eve soe orange soap,FDA Advisory No. 2020-1120 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SECRETS OF EVE (SOE) ORANGE SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1120-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-secrets-of-eve-soe-orange-soap/
30 June 2020,ilahui lie silkworm eye brightening lying silkworm eyeshadow pen,FDA Advisory No. 2020-1119 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ILAHUI LIE SILKWORM EYE BRIGHTENING LYING SILKWORM & EYESHADOW PEN,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1119-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ilahui-lie-silkworm-eye-brightening-lying-silkworm-eyeshadow-pen/
30 June 2020,zenutrients cherry mint lip balm,FDA Advisory No. 2020-1118 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ZENUTRIENTS CHERRY MINT LIP BALM,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1118-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-zenutrients-cherry-mint-lip-balm/
30 June 2020,jojo makeup stay flawless high lighting stick 15 hour primer 01 spotlight,FDA Advisory No. 2020-1117 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic JOJO MAKEUP STAY FLAWLESS HIGH LIGHTING STICK 15-HOUR PRIMER (01 SPOTLIGHT),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1117-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-jojo-makeup-stay-flawless-high-lighting-stick-15-hour-primer-01-spotlight/
30 June 2020,botanic nation bar soap,FDA Advisory No. 2020-1116 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic BOTANIC NATION BAR SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1116-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-botanic-nation-bar-soap/
30 June 2020,mingdian hair wax remover,FDA Advisory No. 2020-1115 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MINGDIAN (HAIR WAX REMOVER),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1115-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-mingdian-hair-wax-remover/
30 June 2020,eucerin healing emollient enriched lotion,FDA Advisory No. 2020-1114 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic EUCERIN ORIGINAL HEALING EMOLLIENT ENRICHED LOTION,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1114-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-eucerin-original-healing-emollient-enriched-lotion/
30 June 2020,nivea visage soft facial cleansing wipes daily cleansing,FDA Advisory No. 2020-1113 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic NIVEA VISAGE SOFT FACIAL CLEANSING WIPES (DAILY CLEANSING),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1113-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-nivea-visage-soft-facial-cleansing-wipes-daily-cleansing/
30 June 2020,st j glutathione soap,FDA Advisory No. 2020-1112 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ST. J GLUTATHIONE SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1112-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-st-j-glutathione-soap/
30 June 2020,natili v vitamin c crystal powder cake,FDA Advisory No. 2020-1111 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic NATILI V VITAMIN C CRYSTAL POWDER CAKE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1111-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-natili-v-vitamin-c-crystal-powder-cake/
30 June 2020,yayao moist wet wipes,FDA Advisory No. 2020-1109 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic YAYAO MOIST WET WIPES,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1109-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-yayao-moist-wet-wipes/
29 June 2020,pop studio lipliner pencil duo chord 01,FDA Advisory No. 2020-1180 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic POP STUDIO LIPLINER PENCIL DUO CHORD 01,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1180-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-pop-studio-lipliner-pencil-duo-chord-01/
29 June 2020,sasimi ice cream 10,FDA Advisory No. 2020-1175 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SASIMI® ICE CREAM (10),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1175-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-sasimi-ice-cream-10/
29 June 2020,champagne organic cool aqua lip tint,FDA Advisory No. 2020-1174 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic CHAMPAGNE ORGANIC COOL AQUA LIP TINT,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1174-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-champagne-organic-cool-aqua-lip-tint/
29 June 2020,palty hair color sparkling blonde,FDA Advisory No. 2020-1173 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic PALTY HAIR COLOR SPARKLING BLONDE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1173-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-palty-hair-color-sparkling-blonde/
29 June 2020,l a girl matte flat velvet lipstick glc809 relentless,FDA Advisory No. 2020-1172 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic L.A. GIRL MATTE FLAT VELVET LIPSTICK (GLC809) RELENTLESS,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1172-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-l-a-girl-matte-flat-velvet-lipstick-glc809-relentless/
29 June 2020,coco acai berry peeling soap,FDA Advisory No. 2020-1171 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic COCO ACAI BERRY PEELING SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1171-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-coco-acai-berry-peeling-soap/
24 June 2020,manuka health manuka honey lip balm,FDA Advisory No. 2020-1104 || Public Health Warning Against the Purchase and Use of Unnotified Cosmetic MANUKA HEALTH MANUKA HONEY LIP BALM,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1104-public-health-warning-against-the-purchase-and-use-of-unnotified-cosmetic-manuka-health-manuka-honey-lip-balm/
24 June 2020,sweet body glutathione soap pure white,FDA Advisory No. 2020-1103 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SWEET BODY GLUTATHIONE SOAP PURE WHITE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1103-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-sweet-body-glutathione-soap-pure-white/
24 June 2020,ushas cosmetics lip double colour pencil 08,FDA Advisory No. 2020-1102 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic USHAS® COSMETICS LIP DOUBLE COLOUR PENCIL (08),Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1102-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-ushas-cosmetics-lip-double-colour-pencil-08/
24 June 2020,mei linda dazzling clear eyelashes glue,FDA Advisory No. 2020-1101 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic MEI LINDA DAZZLING CLEAR EYELASHES GLUE,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1101-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-mei-linda-dazzling-clear-eyelashes-glue/
24 June 2020,organics lab all natural arbutin soap,FDA Advisory No. 2020-1100 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic ORGANICS LAB ALL NATURAL ARBUTIN SOAP,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1100-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-organics-lab-all-natural-arbutin-soap/
24 June 2020,saimeier eyelash beautiful style series false eyelashes,FDA Advisory No. 2020-1099 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic SAIMEIER EYELASH BEAUTIFUL STYLE SERIES FALSE EYELASHES,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1099-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-saimeier-eyelash-beautiful-style-series-false-eyelashes/
24 June 2020,comfor beauty pure matte long term moisturizing lipstick 085,FDA Advisory No. 2020-1098 || Public Health Warning Against the Purchase and Use of Unauthorized Cosmetic COMFOR BEAUTY PURE MATTE LONG-TERM MOISTURIZING LIPSTICK 085,Cosmetic Advisories,https://www.fda.gov.ph/fda-advisory-no-2020-1098-public-health-warning-against-the-purchase-and-use-of-unauthorized-cosmetic-comfor-beauty-pure-matte-long-term-moisturizing-lipstick-085/
